timestamp,u,v,w,surge,sway,hb,hs,ax,ay,az,rx,ry,rz
2.391570,-0.039803,-0.038828,0.029878,0.000000,0.000000,0.000000,0.000000,0.049222,1.009815,9.835048,-0.013077,-0.006424,-0.038687
2.501321,-0.035540,-0.006037,0.002057,0.000000,0.000000,0.000000,0.000000,0.062702,1.210935,9.874334,0.001548,-0.041042,-0.052231
2.616626,-0.033406,0.001903,-0.032375,0.021137,0.243605,-0.089025,0.089994,0.121594,1.398290,9.751264,-0.009868,-0.038249,-0.036408
2.716603,-0.035457,-0.018811,-0.039521,0.046499,0.536534,-0.196157,0.198368,0.169501,1.360299,9.634287,-0.035718,-0.016373,-0.005280
2.843359,-0.043191,-0.053433,-0.016670,0.032725,-0.596282,0.131596,-0.171982,0.193381,1.179864,9.562432,-0.055779,0.005055,0.033109
2.947551,-0.039054,-0.084384,0.006733,0.035242,0.104466,0.023739,-0.047538,0.199241,0.998473,9.636296,-0.040997,0.010285,0.031819
3.052103,-0.040016,-0.088304,0.021652,0.034204,0.162809,-0.070021,0.058505,0.186438,0.957691,9.727211,-0.019832,0.002724,0.023395
3.255290,-0.036268,-0.054263,0.014627,0.034004,0.182727,-0.103570,0.046110,0.122704,1.021377,9.808127,0.019557,-0.002463,0.000433
3.382452,-0.045358,-0.040534,0.009633,0.041588,0.044153,-0.061694,0.018465,0.147797,1.055820,9.767667,0.039414,0.013817,-0.020127
3.480795,-0.046547,-0.032651,0.013532,0.040246,0.049289,-0.029073,-0.002199,0.264866,0.790355,9.743263,0.069118,0.033452,-0.037553
3.601902,-0.048735,-0.019704,0.025653,0.035822,-0.026275,-0.016814,0.003689,0.645849,1.143504,9.804364,0.143490,0.044944,-0.047991
3.715085,-0.024455,-0.016387,0.028267,0.052328,0.057666,-0.030442,-0.012368,0.535205,1.344091,9.664451,0.234587,0.028288,-0.056294
3.813533,0.039284,-0.014281,0.011737,0.033351,0.111631,-0.027094,-0.026754,0.424099,1.587606,9.758451,0.280773,0.016768,-0.064132
3.931245,0.093690,-0.008150,0.000264,0.196830,0.047083,-0.052619,0.009491,0.280196,2.072257,9.431018,0.290998,0.018856,-0.071024
4.048377,0.136310,-0.013160,0.002324,0.526568,-0.138278,-0.072559,0.031128,0.150980,2.486348,9.395338,0.252942,0.025536,-0.076910
4.164776,0.161153,0.007947,0.019435,0.526568,-0.240925,-0.148563,0.060667,-0.004339,2.565771,9.417186,0.191050,0.022540,-0.109101
4.258874,0.181120,0.024423,0.025145,0.526568,-0.333300,-0.172502,0.108743,-0.020756,2.641341,9.443389,0.134081,0.001439,-0.135428
4.375255,0.200871,0.072129,0.008474,0.516327,-0.347053,0.078145,-0.072062,-0.096282,2.782859,9.501138,0.064676,-0.006825,-0.164848
4.481435,0.209030,0.101738,-0.006677,0.491326,-0.399399,0.125234,-0.102993,-0.123216,2.869426,9.493827,0.008705,-0.015887,-0.187610
4.597866,0.220793,0.111606,-0.028221,0.469582,-0.476108,0.184458,-0.068838,-0.220479,3.051052,9.379513,-0.036065,-0.033386,-0.205057
4.696454,0.246824,0.136221,-0.038759,0.458801,-0.518858,0.225036,-0.064797,-0.235562,3.001074,9.323633,-0.068653,-0.070872,-0.171321
4.813698,0.267254,0.105784,-0.056068,0.450539,-0.539430,0.248854,-0.073395,-0.425671,2.813099,9.463319,-0.223592,-0.103685,-0.085942
4.914241,0.274738,0.043201,-0.069590,0.440723,-0.539997,0.257388,-0.101630,-0.212842,2.229131,9.491847,-0.324300,-0.104983,-0.009715
5.023733,0.260093,-0.017745,-0.067001,0.436686,-0.491110,0.289307,-0.133794,-0.204761,2.268775,9.562863,-0.422419,-0.078363,0.035628
5.141639,0.233910,-0.027045,-0.045736,0.403666,0.287910,-0.103834,-0.064766,0.023538,1.424133,9.764722,-0.471659,0.005396,0.044116
5.252687,0.211732,-0.044318,0.015298,-0.237836,0.265858,-0.061448,-0.079126,-0.076526,1.108519,9.539199,-0.481023,0.035014,0.055607
5.374194,0.203636,-0.055384,0.040014,-0.237836,0.404450,-0.139235,-0.039390,-0.156525,0.480698,9.529661,-0.442439,0.015939,0.058088
5.761679,0.163092,-0.065915,0.032395,-0.237836,0.432384,-0.469612,-0.351271,-0.086605,-0.823594,9.799228,-0.103372,-0.028562,0.069528
5.865720,0.149219,-0.081206,0.041702,-0.237836,0.382220,-0.352308,-0.240759,-0.003240,-0.923916,9.868042,-0.004880,-0.008771,0.091309
5.984437,0.136275,-0.103377,0.045317,-0.237836,0.253143,-0.267299,-0.332713,0.010259,-0.738647,9.877456,0.115875,0.002811,0.072697
6.086934,0.134295,-0.105196,0.040915,-0.237836,0.213794,-0.270615,-0.304934,0.040916,-0.465908,9.883648,0.196900,0.010821,0.051222
6.207963,0.141890,-0.092069,0.033196,-0.237836,0.220782,-0.295837,-0.277142,0.017354,-0.297738,9.823388,0.265971,-0.007731,0.022508
6.412200,0.129398,-0.078453,-0.005691,-0.179097,0.131593,-0.294417,-0.252411,0.101642,0.543218,9.792118,0.347560,-0.053561,0.017706
6.531644,0.134796,-0.079278,-0.021325,-0.166800,0.142715,-0.264646,-0.244826,0.352345,0.670547,9.659727,0.422513,-0.046030,0.030666
6.647975,0.142335,-0.096286,-0.013312,-0.170715,0.050526,-0.297048,-0.269503,0.588051,1.386254,9.704361,0.445118,-0.002337,0.045178
6.745958,0.176380,-0.110852,0.014075,-0.135428,0.041964,-0.266089,-0.280405,0.549075,1.793707,9.597495,0.413003,0.051035,0.041630
6.966766,0.214120,-0.109523,0.067111,0.408011,0.134510,-0.312684,-0.251673,0.172452,2.498780,9.532752,0.315328,0.034250,0.012667
7.079240,0.261378,-0.076494,0.048267,0.460295,0.099021,-0.389780,-0.128663,0.246996,2.716168,9.583819,0.273077,0.021007,-0.060134
7.286090,0.277453,0.009017,0.016303,0.436096,-0.169747,-0.292386,-0.280852,0.035127,3.328901,9.269348,0.154935,0.014437,-0.127936
7.406349,0.304872,0.030118,-0.001035,0.383710,-0.406774,-0.165938,-0.329221,-0.110999,3.406118,9.217173,0.063250,0.000676,-0.166160
7.503743,0.319801,0.066278,-0.006790,0.405608,-0.494164,-0.071671,-0.300758,-0.093291,3.365405,9.128107,0.003201,-0.015675,-0.195646
7.730228,0.315740,0.137202,-0.025452,0.444099,-0.529424,-0.104515,-0.288051,-0.269862,3.231589,9.175930,-0.113242,-0.052342,-0.223619
7.851090,0.318997,0.131601,-0.033753,0.388805,-0.537110,-0.029373,-0.283427,-0.370910,3.100783,9.254895,-0.201678,-0.080145,-0.197789
7.949128,0.321211,0.124380,-0.043968,0.424714,-0.542019,-0.036803,-0.314954,-0.475820,3.217264,9.384135,-0.338910,-0.091717,-0.135348
8.069499,0.330496,0.056573,-0.062628,0.376118,-0.545684,0.002815,-0.321493,-0.255726,2.625918,9.458036,-0.482404,-0.074542,-0.041738
8.161037,0.296182,-0.014631,-0.037379,0.299002,-0.510195,0.046963,-0.350254,-0.268515,1.952446,9.461630,-0.550567,-0.040155,-0.006003
8.287536,0.287520,-0.039669,-0.008262,-0.015206,-0.002810,-0.096821,-0.423647,-0.192664,1.213748,9.523536,-0.573502,-0.003093,0.020412
8.380413,0.264008,-0.049592,0.019520,-0.237836,0.392269,-0.317438,-0.393306,-0.230691,0.666081,9.576209,-0.548506,0.016109,0.052807
8.506082,0.229848,-0.096236,0.042492,-0.237836,0.424414,-0.348137,-0.348311,-0.263961,-0.090070,9.667614,-0.497956,0.024540,0.116574
8.608543,0.226281,-0.102200,0.048358,-0.237836,0.429561,-0.358902,-0.331279,-0.300294,-0.543241,9.742005,-0.440491,0.017880,0.148801
8.698141,0.217449,-0.135103,0.047174,-0.237836,0.437389,-0.367468,-0.330133,-0.326440,-0.948706,9.766700,-0.359518,0.006708,0.154298
8.819822,0.214986,-0.116434,0.025548,-0.237836,0.456077,-0.370210,-0.318002,-0.314548,-1.523691,9.824517,-0.213384,-0.013901,0.118967
8.919181,0.196267,-0.098251,0.005649,-0.237836,0.478029,-0.356260,-0.274897,-0.275371,-1.361806,9.873322,-0.069623,-0.014241,0.087226
9.017783,0.190369,-0.083769,-0.010462,-0.237836,0.463298,-0.349652,-0.245719,-0.201963,-1.183582,9.829105,0.081936,0.004721,0.076225
9.124357,0.160646,-0.081390,-0.018924,-0.237836,0.332408,-0.296177,-0.271921,-0.232554,-1.035941,9.745300,0.190259,0.013791,0.067650
9.247778,0.178868,-0.095400,-0.021248,-0.235931,0.092103,-0.275691,-0.345788,-0.170059,-1.080173,9.656139,0.317438,0.004447,0.051134
9.348633,0.183030,-0.123374,-0.024314,-0.187505,0.096520,-0.269611,-0.313563,0.033817,-0.428405,9.648682,0.427206,-0.009138,0.041702
9.448736,0.223906,-0.112316,-0.018649,0.068607,0.130699,-0.301198,-0.281229,0.089478,-0.072525,9.810889,0.487758,0.008003,0.038939
9.550920,0.237798,-0.107678,-0.006265,0.097907,0.063655,-0.281400,-0.272725,0.008259,0.675360,9.796257,0.535098,0.031971,0.046209
9.669159,0.275043,-0.127909,0.009716,0.269346,0.054390,-0.276120,-0.303175,-0.132262,1.266921,9.669629,0.547833,0.039662,0.053100
9.788258,0.283510,-0.119326,0.013746,0.401975,0.002634,-0.319035,-0.269204,-0.190912,1.843329,9.585645,0.511118,0.056601,0.036906
9.901744,0.295024,-0.098326,0.024093,0.428641,0.021901,-0.369221,-0.219676,-0.307539,2.377029,9.452325,0.473336,0.059643,-0.033813
10.001597,0.207897,-0.047654,0.051210,0.429098,-0.053671,-0.298842,-0.277137,-0.522331,2.873007,9.302904,0.411908,0.049881,-0.096194
10.227742,0.301548,0.026636,0.013383,0.391982,-0.366673,-0.179773,-0.324263,-0.745663,3.200590,9.251313,0.171964,-0.009127,-0.175155
10.340529,0.280480,0.059263,-0.008925,0.389871,-0.473938,-0.148071,-0.323728,-0.847568,3.417577,9.231961,0.011048,-0.039797,-0.194626
10.443797,0.254405,0.082283,-0.035688,0.283157,-0.530485,-0.023713,-0.321202,-0.807303,3.432139,9.224230,-0.097050,-0.067667,-0.202953
10.539062,0.245921,0.094679,-0.063006,-0.237836,-0.525918,-0.017676,-0.348976,-0.769602,3.285255,9.212460,-0.185826,-0.093043,-0.205747
10.648047,0.239700,0.105211,-0.083452,-0.237836,-0.519267,-0.000776,-0.373601,-0.696484,3.129462,9.254316,-0.267115,-0.124460,-0.224225
10.761282,0.224444,0.125554,-0.089615,-0.237836,-0.518543,0.055805,-0.373689,-0.712826,2.785668,9.300240,-0.344780,-0.160662,-0.193952
10.857319,0.222535,0.086925,-0.096960,-0.237836,-0.525059,0.058756,-0.373105,-0.522376,2.645730,9.432055,-0.406516,-0.178857,-0.134613
10.976548,0.198323,0.014130,-0.097650,-0.237836,-0.534960,0.048361,-0.375713,-0.249030,1.907912,9.403071,-0.486635,-0.109576,-0.065168
11.095971,0.198110,-0.016177,-0.033945,-0.237836,-0.349972,0.006646,-0.412308,-0.246865,1.120697,9.538678,-0.497187,-0.052782,-0.018531
11.185485,0.174572,-0.038620,0.011655,-0.237837,0.069411,-0.175473,-0.413736,-0.220550,0.555228,9.705477,-0.484249,-0.039071,0.016158
11.425649,0.157876,-0.080140,0.019137,-0.237837,0.441803,-0.415987,-0.364158,-0.131320,-0.190758,9.748770,-0.361889,-0.045004,0.109691
11.537112,0.156375,-0.103768,0.015522,-0.223767,0.426392,-0.396870,-0.331209,-0.063046,-0.526738,9.936326,-0.300512,-0.036346,0.132487
11.633084,0.152668,-0.131163,0.006421,-0.225373,0.448985,-0.369965,-0.329420,-0.017015,-0.846679,9.787078,-0.225496,-0.025041,0.146071
11.734462,0.146813,-0.178724,-0.001035,-0.207627,0.465387,-0.368633,-0.326317,-0.028301,-1.096481,9.673636,-0.161187,-0.031130,0.142435
11.857941,0.146717,-0.155370,-0.010046,-0.237836,0.476129,-0.481886,-0.426972,-0.026834,-1.425941,9.668326,-0.058340,-0.035040,0.125809
11.952824,0.163687,-0.151045,-0.016427,-0.230466,0.484830,-0.401558,-0.287356,-0.048554,-1.294057,9.598540,0.025089,-0.026561,0.130490
12.070553,0.127767,-0.143295,0.006833,-0.183547,0.444587,-0.407646,-0.310818,0.231955,-1.609723,9.669821,0.198132,-0.009978,0.135051
12.175168,0.122968,-0.125100,0.033284,-0.187815,0.273446,-0.351665,-0.326421,0.493911,-0.864231,9.827887,0.362154,-0.003154,0.127526
12.288160,0.165823,-0.148586,0.037533,-0.183465,0.175726,-0.321123,-0.358163,0.425699,-0.392314,9.800862,0.459643,0.030546,0.130163
12.382858,0.216016,-0.158932,0.050906,0.085967,0.163430,-0.365352,-0.370326,0.239645,0.205507,9.665399,0.500825,0.057764,0.111258
12.494942,0.249476,-0.158892,0.054020,0.472674,0.087043,-0.382965,-0.366328,0.129960,0.785966,9.725638,0.506402,0.061028,0.082406
12.611895,0.241168,-0.127829,0.066658,0.484382,0.148307,-0.396215,-0.283628,0.037930,1.324235,9.693210,0.468819,0.066624,0.042049
12.718110,0.286079,-0.120236,0.067632,0.475645,0.124151,-0.463087,-0.237282,-0.068315,1.675540,9.591829,0.419417,0.072659,0.007913
12.838397,0.304563,-0.091194,0.076359,0.446715,0.077124,-0.383551,-0.357986,-0.187366,2.211580,9.479838,0.361163,0.053308,-0.023563
12.928279,0.315031,-0.060941,0.068685,0.422669,-0.006446,-0.319983,-0.403183,-0.285451,2.450136,9.396338,0.310743,0.021668,-0.037632
13.042163,0.334051,-0.024289,0.051692,0.405095,-0.197819,-0.311163,-0.387409,-0.294381,2.751337,9.407317,0.222564,-0.009370,-0.052989
13.158323,0.339541,-0.002151,0.033949,0.414352,-0.220630,-0.312401,-0.366662,-0.307675,3.112050,9.410281,0.127916,-0.022358,-0.086606
13.257450,0.334375,0.023826,0.023225,0.413879,-0.383679,-0.248332,-0.339590,-0.332715,3.138596,9.351547,0.044865,-0.026372,-0.125994
13.388999,0.332458,0.050307,0.014412,0.384208,-0.447195,-0.153014,-0.399291,-0.346334,3.088857,9.248416,-0.033691,-0.050754,-0.170899
13.489750,0.342299,0.070785,-0.000031,0.382910,-0.496726,-0.120874,-0.379164,-0.259830,3.360647,9.509849,-0.093619,-0.069288,-0.165451
13.587927,0.357765,0.084000,-0.014901,0.377114,-0.520556,-0.120909,-0.374536,-0.259328,3.024326,9.538211,-0.170182,-0.077437,-0.084634
13.690539,0.363352,0.009934,-0.031345,0.371781,-0.529881,-0.110493,-0.382490,-0.174031,2.776343,9.463214,-0.245992,-0.070309,-0.004269
13.803513,0.394904,-0.065937,-0.028569,0.374237,-0.470587,-0.044631,-0.412756,-0.072372,2.475966,9.405540,-0.339895,-0.014212,0.053249
13.924453,0.388184,-0.076189,0.015922,0.377256,0.183967,-0.330239,-0.338912,-0.191065,2.044268,9.579518,-0.420138,0.020544,0.083012
14.021955,0.363832,-0.098016,0.041426,0.372287,0.398995,-0.424469,-0.335441,-0.246989,1.607303,9.569201,-0.452556,0.012482,0.097715
14.140944,0.383370,-0.121957,0.032536,0.362066,0.448131,-0.468315,-0.316575,-0.161655,0.845669,9.666697,-0.438341,-0.023605,0.079383
14.235675,0.389635,-0.108912,0.013610,0.362269,0.458033,-0.480189,-0.331365,-0.140416,0.426246,9.638619,-0.395101,-0.038003,0.083395
14.338881,0.406291,-0.093886,0.004509,0.350047,0.457020,-0.476814,-0.285039,-0.075923,0.124760,9.718736,-0.344553,-0.020831,0.108614
14.458475,0.390972,-0.126397,0.013700,0.340066,0.396774,-0.423946,-0.328212,-0.064594,-0.311093,9.830450,-0.257735,-0.001092,0.116343
14.556587,0.395990,-0.106627,0.022817,0.352770,0.183977,-0.315083,-0.379235,-0.107002,-0.500497,9.765104,-0.185513,0.025229,0.125444
14.681173,0.406389,-0.125326,0.033421,0.358323,0.243740,-0.359619,-0.328224,-0.165393,-0.762312,9.712636,-0.060285,0.038210,0.099250
14.807666,0.402605,-0.108236,0.037083,0.347030,0.211169,-0.391406,-0.302244,-0.179502,-0.717977,9.747245,0.074520,0.048570,0.072760
14.898559,0.406283,-0.069009,0.048913,0.341889,0.202792,-0.378683,-0.305588,-0.197974,-0.584748,9.799048,0.166544,0.058770,0.057246
15.007865,0.411469,-0.065085,0.053203,0.346880,0.128342,-0.341458,-0.335536,-0.307413,-0.311226,9.778349,0.255655,0.055874,0.042039
15.101987,0.413976,-0.064597,0.039805,0.347659,0.021265,-0.304752,-0.381535,-0.317231,0.065028,9.851772,0.313490,0.040609,0.028387
15.226426,0.420994,-0.062507,0.023997,0.337541,0.036035,-0.326077,-0.391491,-0.358524,0.513837,9.805288,0.346318,0.022035,0.014532
15.319115,0.444611,-0.060740,0.014603,0.338321,0.006888,-0.355367,-0.349001,-0.356738,0.846601,9.783466,0.349736,0.012604,0.010560
15.447926,0.423349,-0.064263,0.003599,0.342838,-0.081499,-0.321005,-0.362774,-0.408970,1.297401,9.689011,0.328553,-0.003837,0.004611
15.817981,0.434700,-0.018061,0.018167,0.331239,-0.274207,-0.243441,-0.371735,-0.504312,2.191992,9.556218,0.190556,0.008289,-0.076562
15.919037,0.421321,0.025957,0.020863,0.317330,-0.266717,-0.256889,-0.363585,-0.579227,2.273350,9.525825,0.149289,-0.010705,-0.104790
16.042307,0.423929,0.038480,0.002540,0.337256,-0.311379,-0.320843,-0.344616,-0.520747,2.497493,9.490413,0.089191,-0.017637,-0.116414
16.118457,0.438126,0.034881,-0.002920,0.335190,-0.328184,-0.302326,-0.355966,-0.587009,2.522615,9.445011,0.061787,-0.023920,-0.119566
16.222197,0.434706,0.063359,-0.017926,0.334041,-0.367820,-0.238957,-0.384311,-0.509937,2.726086,9.491851,0.008128,-0.019198,-0.103971
16.352126,0.420109,0.033395,-0.010659,0.331068,-0.440319,-0.071918,-0.381561,-0.525341,2.630151,9.499629,-0.071943,-0.011093,-0.086018
16.449572,0.418854,0.016055,-0.009610,0.326771,-0.360629,-0.254641,-0.348004,-0.520282,2.474934,9.504855,-0.121680,-0.010105,-0.078113
16.573532,0.418324,0.009944,-0.012308,0.339372,-0.279167,-0.195192,-0.378816,-0.544186,2.415149,9.416311,-0.167515,-0.008621,-0.046396
16.672445,0.419060,-0.010067,-0.015225,0.331984,-0.095387,-0.283767,-0.348241,-0.507834,2.136775,9.519534,-0.213358,-0.013328,-0.012628
16.776936,0.442041,-0.040838,-0.006282,0.325909,0.028914,-0.297471,-0.351656,-0.525228,1.886472,9.558895,-0.253017,-0.013155,0.010003
16.894682,0.443004,-0.041637,0.001227,0.337492,0.117662,-0.316032,-0.322680,-0.545696,1.502026,9.619487,-0.274071,-0.010981,0.025061
16.990073,0.437720,-0.045539,0.005891,0.343313,0.182634,-0.339315,-0.348218,-0.512961,1.312408,9.686259,-0.267438,-0.002896,0.039058
17.103939,0.416376,-0.049980,0.008841,0.341977,0.230440,-0.362018,-0.368606,-0.498520,0.810408,9.719751,-0.247104,-0.005723,0.051849
17.217781,0.421171,-0.077825,-0.006821,0.341672,0.269745,-0.344008,-0.375176,-0.473333,0.667860,9.759613,-0.204733,0.002778,0.048800
17.313099,0.411062,-0.057664,0.005556,0.329628,0.196440,-0.349032,-0.339546,-0.511636,0.458908,9.793023,-0.166430,0.005242,0.044150
17.441355,0.435252,-0.079681,-0.000587,0.328015,0.344770,-0.344077,-0.354762,-0.472057,0.295682,9.784301,-0.104408,0.005734,0.025359
17.544257,0.413012,-0.053298,-0.000297,0.333203,0.148984,-0.292083,-0.370233,-0.510301,0.220817,9.693947,-0.047727,0.010943,0.020107
17.648335,0.396079,-0.034426,0.003865,0.332827,0.246625,-0.339062,-0.325561,-0.539225,0.170168,9.738691,0.013113,0.011891,0.008614
17.767819,0.446971,-0.048293,0.006133,0.347953,0.159653,-0.298309,-0.358255,-0.456165,0.299253,9.860917,0.047860,0.035600,-0.003306
17.871072,0.428228,-0.043198,-0.002297,0.344260,0.103833,-0.303191,-0.352443,-0.525704,0.404581,9.848400,0.164055,-0.123922,0.092588
17.970645,0.435006,-0.057562,-0.014470,0.345573,0.110896,-0.335644,-0.340752,-0.502962,0.569650,9.797690,0.157598,0.013808,-0.022523
18.089566,0.450807,-0.032701,-0.007433,0.338774,0.026686,-0.309359,-0.371278,-0.543712,0.839800,9.682149,0.191052,-0.000033,-0.017854
18.190206,0.424293,-0.051205,-0.020650,0.357009,0.016949,-0.291698,-0.361235,-0.479967,1.003185,9.747471,0.195334,-0.000642,-0.019269
18.295257,0.433373,-0.056177,-0.016886,0.340604,0.051249,-0.300460,-0.337283,-0.537170,1.255289,9.587489,0.190712,0.001563,-0.020615
18.429514,0.428947,-0.048436,-0.011904,0.332814,0.053456,-0.290007,-0.360778,-0.521383,1.497011,9.610847,0.166428,-0.012497,-0.014791
18.529982,0.445716,-0.070712,-0.004292,0.331570,0.024056,-0.298706,-0.387765,-0.432308,1.559780,9.706958,0.134543,-0.016844,-0.013388
18.627565,0.446640,-0.053486,-0.004940,0.324771,-0.040733,-0.327791,-0.333296,-0.515084,1.673395,9.657465,0.105486,-0.029110,-0.013433
18.752483,0.450927,-0.039139,-0.012278,0.350303,-0.062694,-0.295927,-0.367837,-0.441886,1.774139,9.697951,0.060694,-0.016224,-0.008246
18.848790,0.435497,-0.044636,-0.010597,0.337481,-0.182073,-0.295571,-0.373868,-0.452855,1.889631,9.689072,0.034248,0.007206,-0.006673
18.968745,0.459858,-0.048378,-0.000184,0.339430,-0.033378,-0.296586,-0.341526,-0.488594,1.891174,9.677426,-0.003413,0.022443,-0.007504
19.068354,0.459430,-0.038515,-0.002625,0.340146,0.029500,-0.237155,-0.384196,-0.525545,1.961210,9.605466,-0.037290,0.014656,-0.018519
19.169886,0.453832,-0.032551,-0.005794,0.330413,-0.019594,-0.324712,-0.335324,-0.542949,1.824880,9.577891,-0.061271,0.002335,-0.030983
19.294569,0.440857,-0.028837,-0.020860,0.332258,0.037795,-0.350080,-0.332401,-0.453587,1.666660,9.643456,-0.097737,-0.011136,-0.038695
19.404079,0.454558,-0.030758,-0.019311,0.339170,0.035971,-0.315654,-0.354528,-0.485526,1.543459,9.611071,-0.106363,-0.007707,-0.039704
19.501323,0.488004,-0.020864,-0.020400,0.332531,-0.039100,-0.275722,-0.364010,-0.496280,1.395550,9.652379,-0.102652,-0.013798,-0.055325
19.626202,0.429419,0.017325,-0.022643,0.325011,-0.023935,-0.275126,-0.403829,-0.518395,1.335104,9.671540,-0.086823,-0.016707,-0.048624
19.725474,0.444165,-0.022672,-0.019428,0.330421,-0.047259,-0.325690,-0.354892,-0.548455,1.258606,9.652050,-0.105371,-0.011383,-0.011871
19.829669,0.464151,-0.031650,-0.014380,0.340428,0.104695,-0.355970,-0.333636,-0.455879,1.107146,9.716364,-0.095737,-0.002106,0.008950
19.929249,0.451218,-0.056495,-0.006803,0.339174,0.225219,-0.323962,-0.351394,-0.522356,1.020559,9.691714,-0.093496,-0.005802,0.012016
20.056338,0.452835,-0.046560,-0.010575,0.328306,0.212554,-0.312738,-0.373182,-0.506591,0.936717,9.714166,-0.085472,0.004923,0.030871
20.151175,0.432374,-0.053595,-0.010323,0.305654,0.191421,-0.344908,-0.378595,-0.499868,0.858712,9.722858,-0.077170,0.010101,0.045116
20.252615,0.466585,-0.064338,-0.004825,0.361213,0.224716,-0.355629,-0.343909,-0.500779,0.742622,9.780108,-0.060727,0.025864,0.030148
20.368915,0.391756,-0.028232,0.012799,0.334200,0.149758,-0.306516,-0.377649,-0.559466,0.722354,9.728742,-0.029443,0.034922,0.020681
